Index,year,exposure,business.type,driver.age,driver.gender,marital.status,yrs.licensed,ncd.level,region,body.code,vehicle.age,vehicle.value,no.seats,cubic.cent,horse.power,weight,length,width,height,fuel.type,prior.claims,claim.count,claim.incurred
202,2016,0.416666667,NB,58,Male,Married,3,4,3,E,2,22.3,5,1248,75,1395,4.633,1.722,1.831,Diesel,3,0,0
203,2015,0.666666667,NB,43,Female,Married,1,1,22,A,0,27.8,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
204,2016,0.416666667,NB,43,Female,Married,1,1,22,A,0,27.8,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
205,2016,0.666666667,NB,45,Male,Married,2,1,3,E,2,31.4,5,1870,100,1764,4.782,1.904,1.959,Diesel,1,0,0
206,2015,0.416666667,NB,45,Male,Married,2,1,3,E,2,31.4,5,1870,100,1764,4.782,1.904,1.959,Diesel,1,0,0
207,2016,0.666666667,NB,52,Male,Married,4,6,3,D,5,16.1,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
208,2015,0.416666667,NB,52,Male,Married,4,6,3,D,5,16.1,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
209,2016,0.666666667,NB,61,Male,Married,4,6,38,D,4,18.2,2,1461,85,1130,4.035,1.672,1.825,Diesel,0,0,0
210,2015,0.416666667,NB,61,Male,Married,4,6,38,D,4,18.2,2,1461,85,1130,4.035,1.672,1.825,Diesel,0,0,0
211,2016,0.666666667,RB,50,Male,Married,5,5,3,D,6,13.6,2,1868,70,1175,4.137,1.724,1.815,Diesel,1,0,0
212,2015,0.416666667,RB,50,Male,Married,5,5,3,D,6,13.6,2,1868,70,1175,4.137,1.724,1.815,Diesel,1,0,0
213,2016,0.666666667,NB,60,Female,Married,4,6,3,A,4,20.1,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
214,2015,0.416666667,NB,60,Female,Married,4,6,3,A,4,20.1,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
215,2016,0.666666667,NB,41,Male,Married,2,1,21,D,4,15.8,2,1248,75,1270,4.253,1.722,1.831,Diesel,1,0,0
216,2015,0.666666667,NB,46,Male,Married,2,1,3,E,5,15.45,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
217,2016,0.416666667,NB,46,Male,Married,2,1,3,E,5,15.45,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
218,2015,0.666666667,NB,40,Male,Single,1,6,3,E,5,14.4,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
219,2016,0.416666667,NB,40,Male,Single,1,6,3,E,5,14.4,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
220,2015,0.666666667,RB,59,Male,Married,2,6,3,E,5,26.1,2,1896,105,1725,4.89,1.904,1.959,Diesel,0,0,0
221,2016,0.416666667,RB,59,Male,Married,2,6,3,E,5,26.1,2,1896,105,1725,4.89,1.904,1.959,Diesel,0,0,0
222,2016,0.666666667,NB,50,Female,Married,1,3,38,C,4,25.3,5,2498,109,1710,5.012,1.75,1.75,Diesel,0,0,0
223,2015,0.416666667,NB,50,Female,Married,1,3,38,C,4,25.3,5,2498,109,1710,5.012,1.75,1.75,Diesel,0,0,0
224,2016,0.583333333,NB,41,Male,Married,2,5,38,D,1,25.2,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,1,161.29
225,2015,0.083333333,RB,41,Male,Married,2,5,38,F,3,19.5,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
226,2016,0.416666667,NB,41,Male,Married,2,5,38,D,1,25.2,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
227,2015,0.666666667,NB,31,Female,Married,4,5,38,D,3,19.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
228,2016,0.416666667,NB,31,Female,Married,4,5,38,D,3,19.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
229,2015,0.666666667,RB,48,Male,Married,5,6,9,E,5,14.4,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
230,2016,0.416666667,RB,48,Male,Married,5,6,9,E,5,14.4,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
231,2015,0.583333333,RB,38,Male,Married,2,5,28,D,6,13.95,2,1461,65,1120,4.035,1.672,1.825,Diesel,2,0,0
232,2016,0.5,RB,38,Male,Married,2,5,28,D,6,13.95,2,1461,65,1120,4.035,1.672,1.825,Diesel,2,0,0
233,2015,0.666666667,NB,40,Male,Married,4,5,21,D,4,14.6,2,1248,75,1270,4.253,1.722,1.831,Diesel,2,1,331.13
234,2016,0.416666667,NB,40,Male,Married,4,5,21,D,4,14.6,2,1248,75,1270,4.253,1.722,1.831,Diesel,2,0,0
235,2015,0.666666667,RB,42,Male,Married,6,6,23,D,2,23,2,2477,75,1370,4.81,1.69,1.97,Diesel,0,0,0
236,2016,0.416666667,RB,42,Male,Married,6,6,23,D,2,23,2,2477,75,1370,4.81,1.69,1.97,Diesel,0,0,0
237,2015,0.666666667,NB,36,Male,Married,4,3,38,A,4,18.05,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,1,39.74
238,2016,0.416666667,NB,36,Male,Married,4,3,38,A,4,18.05,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
239,2015,0.666666667,NB,40,Male,Married,5,6,24,A,4,20.1,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
240,2016,0.416666667,NB,40,Male,Married,5,6,24,A,4,20.1,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
241,2015,0.666666667,NB,33,Male,Married,4,5,22,A,0,36.9,5,1753,110,1485,4.278,1.795,1.739,Diesel,2,0,0
242,2016,0.416666667,NB,33,Male,Married,4,5,22,A,0,36.9,5,1753,110,1485,4.278,1.795,1.739,Diesel,2,0,0
243,2015,0.666666667,RB,46,Male,Married,6,5,21,A,3,16.55,5,1461,70,1205,4.45,1.993,1.64,Diesel,1,0,0
244,2015,0.416666667,RB,46,Male,Married,6,5,21,A,3,16.55,5,1461,70,1205,4.45,1.993,1.64,Diesel,1,0,0
245,2016,0.666666667,RB,60,Male,Married,3,3,3,A,5,23.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
246,2015,0.416666667,RB,60,Male,Married,3,3,3,A,5,23.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
247,2016,0.666666667,NB,58,Male,Married,2,1,3,D,3,17.75,2,1997,90,1211,4.137,1.724,1.815,Diesel,1,0,0
248,2015,0.416666667,NB,58,Male,Married,2,1,3,D,3,17.75,2,1997,90,1211,4.137,1.724,1.815,Diesel,1,0,0
249,2015,0.666666667,RB,45,Male,Married,6,5,17,A,6,21.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
250,2016,0.416666667,RB,45,Male,Married,6,5,17,A,6,21.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
251,2015,0.583333333,NB,43,Male,Married,5,6,3,E,5,15.45,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
252,2016,0.5,NB,43,Male,Married,5,6,3,E,5,15.45,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
253,2015,0.583333333,NB,29,Male,Married,5,5,3,D,6,11.45,2,1910,63,1280,4.159,1.714,1.82,Diesel,1,0,0
254,2016,0.5,NB,29,Male,Married,5,5,3,D,6,11.45,2,1910,63,1280,4.159,1.714,1.82,Diesel,1,0,0
255,2015,0.666666667,RB,50,Male,Married,4,5,3,E,4,19.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
256,2016,0.416666667,RB,50,Male,Married,4,5,3,E,4,19.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
257,2015,0.666666667,NB,40,Male,Married,3,1,34,A,0,32.7,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
258,2016,0.416666667,NB,40,Male,Married,3,1,34,A,0,32.7,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
259,2015,0.583333333,RB,37,Male,Married,3,4,3,F,4,18.5,6,2476,94,1805,4.795,1.74,1.965,Diesel,1,0,0
260,2016,0.5,RB,37,Male,Married,3,4,3,F,4,18.5,6,2476,94,1805,4.795,1.74,1.965,Diesel,1,0,0
261,2015,0.583333333,RB,58,Male,Married,5,4,3,E,6,15.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,4,0,0
262,2016,0.5,RB,58,Male,Married,5,4,3,E,6,15.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,4,0,0
263,2015,0.583333333,RB,50,Male,Married,2,3,3,D,6,15.05,2,1997,90,1211,4.137,1.724,1.815,Diesel,0,1,201.44
264,2016,0.5,RB,50,Male,Married,2,3,3,D,6,15.05,2,1997,90,1211,4.137,1.724,1.815,Diesel,0,1,624.49
265,2015,0.583333333,NB,48,Female,Married,3,4,24,D,2,23,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
266,2016,0.5,NB,48,Female,Married,3,4,24,D,2,23,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
267,2015,0.666666667,NB,35,Male,Married,4,1,22,A,2,30.9,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
268,2016,0.416666667,NB,35,Male,Married,4,1,22,A,2,30.9,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
269,2015,0.583333333,NB,51,Female,Married,2,3,3,G,3,37.544,8,2148,109,1917,4.748,1.901,1.902,Diesel,1,0,0
270,2016,0.5,NB,51,Female,Married,2,3,3,G,3,37.544,8,2148,109,1917,4.748,1.901,1.902,Diesel,1,0,0
271,2015,0.166666667,NB,36,Male,Married,3,6,38,G,6,29.633,6,2460,130,1860,4.89,1.904,1.959,Diesel,0,0,0
272,2016,0.416666667,NB,36,Male,Married,3,6,38,G,6,29.633,6,2460,130,1860,4.89,1.904,1.959,Diesel,0,0,0
273,2016,0.666666667,NB,47,Male,Married,1,1,34,D,0,26.75,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,0,0
274,2015,0.416666667,NB,47,Male,Married,1,1,34,D,0,26.75,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,0,0
275,2016,0.666666667,NB,37,Male,Married,1,3,38,A,3,28.4,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
276,2015,0.416666667,NB,37,Male,Married,1,3,38,A,3,28.4,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
277,2016,0.666666667,RB,39,Male,Married,5,4,3,B,4,17.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,2,0,0
278,2015,0.416666667,RB,39,Male,Married,5,4,3,B,4,17.7,3,2476,94,1670,4.795,1.74,1.965,Diesel,2,0,0
279,2016,0.583333333,RB,38,Male,Married,4,6,3,A,5,18.7,5,1248,70,1285,4.322,1.684,1.801,Diesel,1,0,0
280,2015,0.5,RB,38,Male,Married,4,6,3,A,5,18.7,5,1248,70,1285,4.322,1.684,1.801,Diesel,1,0,0
281,2015,0.666666667,NB,70,Male,Married,2,6,4,A,0,32,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
282,2016,0.416666667,NB,70,Male,Married,2,6,4,A,0,32,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
283,2015,0.666666667,NB,55,Male,Married,3,4,3,D,3,19.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
284,2016,0.416666667,NB,55,Male,Married,3,4,3,D,3,19.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,1,60.58
285,2015,0.166666667,NB,49,Male,Married,2,3,22,A,0,36.9,5,1753,110,1485,4.278,1.795,1.739,Diesel,0,0,0
286,2016,0.5,NB,49,Male,Married,2,1,22,A,0,36.9,5,1753,110,1485,4.278,1.795,1.739,Diesel,0,0,0
287,2015,0.416666667,NB,49,Male,Married,2,1,22,A,0,36.9,5,1753,110,1485,4.278,1.795,1.739,Diesel,0,0,0
288,2016,0.25,NB,37,Male,Married,3,3,28,E,5,31.7,5,1896,105,1770,4.89,1.904,1.959,Diesel,0,0,0
289,2015,0.583333333,NB,32,Male,Married,5,5,3,E,4,16.1,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,1,1417.72
290,2016,0.5,NB,32,Male,Married,5,5,3,E,4,16.1,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
291,2015,0.666666667,NB,37,Male,Married,1,1,3,E,2,19.55,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,1,648
292,2016,0.416666667,NB,37,Male,Married,1,1,3,E,2,19.55,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,1,156.15
293,2015,0.583333333,RB,50,Female,Married,3,4,3,D,6,13.3,2,1910,105,1310,4.159,1.714,1.82,Diesel,1,0,0
294,2016,0.5,RB,50,Female,Married,3,4,3,D,6,13.3,2,1910,105,1310,4.159,1.714,1.82,Diesel,1,0,0
295,2015,0.666666667,NB,58,Male,Married,1,1,3,A,6,16.95,5,1753,90,1440,4.544,1.795,1.981,Diesel,0,0,0
296,2016,0.416666667,NB,58,Male,Married,1,1,3,A,6,16.95,5,1753,90,1440,4.544,1.795,1.981,Diesel,0,0,0
297,2015,0.25,RB,42,Female,Married,2,3,3,D,3,19.7,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
298,2015,0.583333333,NB,40,Male,Married,1,1,21,A,2,18.8,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
299,2016,0.5,NB,40,Male,Married,1,1,21,A,2,18.8,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
300,2015,0.583333333,NB,49,Female,Widow,5,1,3,E,4,16.1,5,1248,75,1320,4.253,1.722,1.831,Diesel,4,0,0
301,2016,0.5,NB,49,Female,Widow,5,1,3,E,4,16.1,5,1248,75,1320,4.253,1.722,1.831,Diesel,4,0,0
302,2016,0.583333333,NB,33,Male,Married,1,1,38,E,4,18.35,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
303,2015,0.5,NB,33,Male,Married,1,1,38,E,4,18.35,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
304,2016,0.583333333,RB,62,Male,Married,3,4,14,A,4,17.75,5,1461,70,1085,4.035,1.663,1.855,Diesel,1,0,0
305,2015,0.5,RB,62,Male,Married,3,4,14,A,4,17.75,5,1461,70,1085,4.035,1.663,1.855,Diesel,1,0,0
306,2016,0.583333333,RB,66,Male,Married,5,6,3,D,4,17.3,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
307,2015,0.5,RB,66,Male,Married,5,6,3,D,4,17.3,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
308,2015,0.583333333,NB,51,Male,Married,5,6,21,E,5,14.4,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
309,2015,0.5,NB,51,Male,Married,5,6,21,E,5,14.4,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
310,2016,0.583333333,NB,36,Male,Married,3,6,3,D,12,9.9,2,2666,82,1802,4.82,1.81,1.97,Diesel,3,0,0
311,2015,0.5,NB,36,Male,Married,3,6,3,D,12,9.9,2,2666,82,1802,4.82,1.81,1.97,Diesel,3,0,0
312,2016,0.583333333,NB,30,Male,Married,2,1,3,D,5,12.2,2,1248,70,1040,3.764,1.618,1.456,Diesel,1,0,0
313,2015,0.083333333,NB,30,Male,Married,2,1,3,F,5,16,5,1248,70,1030,3.764,1.618,1.456,Diesel,1,0,0
314,2016,0.5,NB,30,Male,Married,2,1,3,D,5,12.2,2,1248,70,1040,3.764,1.618,1.456,Diesel,1,0,0
315,2015,0.583333333,NB,49,Male,Divorced,1,4,3,D,2,17.2,2,1248,75,1090,3.864,1.716,1.721,Diesel,0,0,0
316,2016,0.5,NB,49,Male,Divorced,1,4,3,D,2,17.2,2,1248,75,1090,3.864,1.716,1.721,Diesel,0,0,0
317,2015,0.583333333,RB,42,Male,Married,5,6,3,F,7,12.1,3,2476,100,1540,5.415,1.82,1.9,Diesel,0,0,0
318,2016,0.5,RB,42,Male,Married,5,6,3,F,7,12.1,3,2476,100,1540,5.415,1.82,1.9,Diesel,0,0,0
319,2015,0.583333333,RB,46,Male,Married,2,3,3,D,1,22.25,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,0,0
320,2016,0.5,RB,46,Male,Married,2,3,3,D,1,22.25,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,0,0
321,2015,0.583333333,RB,42,Male,Married,2,3,3,D,1,20.75,2,1461,70,1075,4.035,1.663,1.845,Diesel,2,0,0
322,2016,0.5,RB,42,Male,Married,2,3,3,D,1,20.75,2,1461,70,1075,4.035,1.663,1.845,Diesel,2,0,0
323,2015,0.583333333,NB,40,Male,Married,2,1,3,A,1,22.5,4,1398,70,1090,3.864,1.816,1.721,Diesel,1,0,0
324,2016,0.5,NB,40,Male,Married,2,1,3,A,1,22.5,4,1398,70,1090,3.864,1.816,1.721,Diesel,1,0,0
325,2015,0.583333333,NB,39,Male,Married,1,1,21,E,4,13.85,5,1368,77,1240,4.253,1.722,1.831,Diesel,0,0,0
326,2016,0.5,NB,39,Male,Married,1,1,21,E,4,13.85,5,1368,77,1240,4.253,1.722,1.831,Diesel,0,0,0
327,2015,0.583333333,NB,38,Male,Married,4,1,3,D,3,20.65,2,1461,85,1130,4.035,1.672,1.825,Diesel,2,0,0
328,2016,0.5,NB,38,Male,Married,4,1,3,D,3,20.65,2,1461,85,1130,4.035,1.672,1.825,Diesel,2,0,0
329,2016,0.583333333,NB,51,Male,Married,5,4,3,E,6,13.25,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
330,2015,0.5,NB,51,Male,Married,5,4,3,E,6,13.25,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
331,2015,0.583333333,RB,50,Male,Married,5,3,28,E,1,23.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
332,2016,0.5,RB,50,Male,Married,5,3,28,E,1,23.5,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
333,2016,0.583333333,NB,45,Male,Married,6,1,3,D,5,9.95,2,1242,65,1210,4.159,1.714,1.82,Gasoline,1,0,0
334,2016,0.5,NB,45,Male,Married,6,1,3,D,5,9.95,2,1242,65,1210,4.159,1.714,1.82,Gasoline,1,0,0
335,2015,0.583333333,NB,57,Male,Married,2,1,9,A,5,18.7,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
336,2016,0.5,NB,57,Male,Married,2,1,9,A,5,18.7,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
337,2015,0.583333333,RB,40,Male,Married,5,6,3,G,6,28.05,6,1896,86,1785,4.89,1.904,1.959,Diesel,1,0,0
338,2016,0.5,RB,40,Male,Married,5,6,3,G,6,28.05,6,1896,86,1785,4.89,1.904,1.959,Diesel,1,0,0
339,2015,0.583333333,NB,31,Male,Married,1,1,3,A,0,25,3,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
340,2016,0.5,NB,31,Male,Married,1,1,3,A,0,25,3,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
341,2016,0.583333333,NB,31,Male,Married,2,3,28,G,1,20,5,1248,75,1090,3.864,1.716,1.721,Diesel,0,0,0
342,2015,0.5,NB,31,Male,Married,2,3,28,G,1,20,5,1248,75,1090,3.864,1.716,1.721,Diesel,0,0,0
343,2015,0.5,NB,46,Male,Married,1,5,3,E,5,15.6,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
344,2015,0.583333333,NB,46,Male,Married,1,5,3,E,5,15.6,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
345,2016,0.5,NB,46,Male,Married,1,3,3,E,5,15.45,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
346,2015,0.583333333,NB,46,Male,Married,1,3,3,E,5,15.45,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
347,2016,0.583333333,NB,40,Male,Married,1,1,21,A,2,22.6,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
348,2015,0.5,NB,40,Male,Married,1,1,21,A,2,22.6,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
349,2016,0.583333333,RB,60,Male,Married,4,6,3,D,4,17.3,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
350,2015,0.5,RB,60,Male,Married,4,6,3,D,4,17.3,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
351,2016,0.583333333,NB,42,Male,Married,5,6,24,D,4,16.55,2,1753,75,1440,4.297,1.795,1.814,Diesel,0,0,0
352,2015,0.5,NB,42,Male,Married,5,6,24,D,4,16.55,2,1753,75,1440,4.297,1.795,1.814,Diesel,0,0,0
353,2015,0.583333333,NB,43,Male,Married,2,3,3,G,1,40.05,6,1896,105,1815,5.29,1.904,1.959,Diesel,0,0,0
354,2016,0.5,NB,43,Male,Married,2,3,3,G,1,40.05,6,1896,105,1815,5.29,1.904,1.959,Diesel,0,0,0
355,2015,0.583333333,NB,29,Male,Married,2,1,28,E,4,13.85,5,1368,77,1240,4.253,1.722,1.831,Diesel,1,0,0
356,2015,0.25,NB,29,Male,Married,2,1,28,E,4,13.85,5,1368,77,1240,4.253,1.722,1.831,Diesel,1,0,0
357,2016,0.583333333,NB,48,Male,Married,1,1,3,D,6,13.6,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
358,2015,0.5,NB,48,Male,Married,1,1,3,D,6,13.6,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
359,2015,0.416666667,NB,46,Male,Married,4,6,3,A,3,16.55,5,1461,70,1205,4.45,1.993,1.64,Diesel,1,0,0
360,2016,0.583333333,NB,36,Male,Married,5,1,21,E,4,19.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,3,0,0
361,2015,0.5,NB,36,Male,Married,5,1,21,E,4,19.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,3,0,0
362,2016,0.583333333,NB,57,Male,Married,2,1,3,A,2,22.95,5,1686,100,1309,4.322,1.684,1.801,Diesel,1,0,0
363,2015,0.5,NB,57,Male,Married,2,1,3,A,2,22.95,5,1686,100,1309,4.322,1.684,1.801,Diesel,1,0,0
364,2016,0.416666667,NB,37,Male,Married,2,3,3,D,4,14.6,2,1248,75,1270,4.253,1.722,1.831,LPG,2,0,0
365,2015,0.583333333,RB,38,Male,Married,2,6,21,D,12,13.2,2,2461,88,1580,4.707,1.84,1.94,Diesel,0,0,0
366,2016,0.5,RB,38,Male,Married,2,6,21,D,12,13.2,2,2461,88,1580,4.707,1.84,1.94,Diesel,0,0,0
367,2015,0.583333333,NB,31,Male,Divorced,1,1,3,D,12,13.2,2,2461,88,1580,4.707,1.84,1.94,Diesel,0,0,0
368,2016,0.5,NB,31,Male,Divorced,1,1,3,D,12,13.2,2,2461,88,1580,4.707,1.84,1.94,Diesel,0,0,0
369,2015,0.5,RB,37,Male,Married,2,3,3,A,2,30.9,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
370,2016,0.583333333,RB,37,Male,Married,2,3,3,A,2,30.9,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
371,2015,0.583333333,NB,28,Male,Married,3,1,24,D,2,18.8,2,1461,70,1075,4.035,1.663,1.845,Diesel,1,0,0
372,2016,0.5,NB,28,Male,Married,3,1,24,D,2,18.8,2,1461,70,1075,4.035,1.663,1.845,Diesel,1,0,0
373,2015,0.5,RB,36,Male,Married,2,6,22,E,6,13.25,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
374,2016,0.583333333,RB,36,Male,Married,2,6,22,E,6,13.25,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
375,2015,0.5,RB,58,Male,Married,5,4,22,A,0,36.9,5,1753,110,1485,4.278,1.795,1.739,Diesel,2,0,0
376,2016,0.583333333,RB,58,Male,Married,5,4,22,A,0,36.9,5,1753,110,1485,4.278,1.795,1.739,Diesel,2,0,0
377,2015,0.583333333,NB,30,Male,Married,1,1,3,D,6,13.3,2,1910,105,1310,4.159,1.714,1.82,Diesel,0,0,0
378,2016,0.5,NB,30,Male,Married,1,1,3,D,6,13.3,2,1910,105,1310,4.159,1.714,1.82,Diesel,0,0,0
379,2015,0.583333333,NB,39,Male,Married,1,1,23,D,5,13.25,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,0,0
380,2015,0.5,NB,39,Male,Married,1,1,23,D,5,13.25,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,0,0
381,2016,0.583333333,NB,30,Male,Married,1,1,22,A,1,30.9,5,1753,110,1485,4.278,1.795,1.739,Diesel,1,0,0
382,2015,0.5,NB,30,Male,Married,1,1,22,A,1,30.9,5,1753,110,1485,4.278,1.795,1.739,Diesel,1,1,45.85
383,2015,0.583333333,NB,40,Female,Married,1,1,3,E,3,17.3,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
384,2016,0.5,NB,40,Female,Married,1,1,3,E,3,17.3,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
385,2015,0.5,RB,53,Female,Married,4,6,3,D,6,14.15,2,1686,75,1210,4.323,1.685,1.801,Diesel,0,0,0
386,2016,0.583333333,RB,53,Female,Married,4,6,3,D,6,14.15,2,1686,75,1210,4.323,1.685,1.801,Diesel,0,0,0
387,2015,0.5,NB,34,Male,Married,2,3,24,A,1,28.5,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
388,2016,0.583333333,NB,34,Male,Married,2,3,24,A,1,28.5,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
389,2015,0.583333333,NB,23,Female,Single,3,5,3,D,5,12.5,2,1248,70,1040,3.764,1.618,1.456,Diesel,0,0,0
390,2016,0.5,NB,23,Female,Single,3,5,3,D,5,12.5,2,1248,70,1040,3.764,1.618,1.456,Diesel,0,0,0
391,2015,0.5,RB,70,Male,Married,5,4,3,A,2,28.8,5,1753,110,1485,4.278,1.795,1.739,Diesel,0,0,0
392,2016,0.583333333,RB,70,Male,Married,5,4,3,A,2,28.8,5,1753,110,1485,4.278,1.795,1.739,Diesel,0,0,0
393,2015,0.5,RB,41,Male,Married,6,6,3,D,6,14.6,2,1997,90,1211,4.137,1.724,1.815,Diesel,1,0,0
394,2016,0.583333333,RB,41,Male,Married,6,6,3,D,6,14.6,2,1997,90,1211,4.137,1.724,1.815,Diesel,1,0,0
395,2015,0.5,NB,36,Male,Married,2,3,25,D,1,25.2,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
396,2016,0.583333333,NB,36,Male,Married,2,3,25,D,1,25.2,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
397,2016,0.5,RB,51,Male,Married,4,5,28,A,5,15.75,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
398,2015,0.583333333,RB,51,Male,Married,4,5,28,A,5,15.75,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
399,2016,0.5,RB,41,Male,Married,2,3,28,E,5,14.4,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
400,2015,0.166666667,NB,41,Male,Married,2,1,28,E,3,21.45,5,1910,105,1330,4.253,1.722,1.831,Diesel,1,0,0
401,2016,0.5,RB,41,Male,Married,2,3,28,E,5,14.4,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
402,2016,0.5,RB,55,Male,Married,6,4,28,D,6,13.95,2,1461,65,1120,4.035,1.672,1.825,Diesel,2,0,0
403,2015,0.583333333,RB,55,Male,Married,6,4,28,D,6,13.95,2,1461,65,1120,4.035,1.672,1.825,Diesel,2,0,0
404,2016,0.5,RB,40,Female,Married,2,3,3,G,1,40.2,6,1896,86,1815,5.29,1.904,1.959,Diesel,0,0,0
